tender_id,anomaly_score,anomaly_flag,single_bid_flag,short_duration_flag,high_value_flag,explanation,requires_human_review
2016_PWBNH_941_1,0.036043945928653565,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1032_1,0.16755787678330003,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1109_1,0.10970048596286508,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1111_1,0.18382262247282488,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1032_2,0.16755787678330003,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1112_1,0.005689128837793933,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1113_1,0.4774223515588564,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_1107_1,0.157351603911421,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_ID_1186_1,0.22893913886922612,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_NRC_1189_1,0.14122343956753747,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_NHM_1177_1,0.05118504990508532,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1184_1,0.07165441568618014,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1185_1,0.035140106655249914,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1191_1,0.007789883263182751,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1193_1,0.019228360793931087,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1277_1,0.32664083391056964,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_1278_1,0.16894134596764843,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1279_1,0.18429887117984833,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_1280_1,0.16433879579386745,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_1281_1,0.20096378144561378,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_1283_1,0.21908302977216165,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1284_1,0.2892396810050213,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_PWBNH_1276_1,0.035814645743273754,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_SSA_1282_1,0.28913014113149826,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_APHC_1285_1,0.26221821938937395,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1286_1,0.2650848264469462,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_APHC_1287_1,0.28453674527088646,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1288_1,0.2409946510481199,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_DOT_961_1,0.5056842323726437,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_962_1,0.5165185017505809,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_963_1,0.4623123486011568,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_964_1,0.3326040855874218,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_RMSA_965_1,0.07464485103458585,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_966_1,0.028963634948448558,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_RMSA_967_1,0.12285071591727947,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_RMSA_968_1,0.1782175484804166,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_RMSA_969_1,0.1782175484804166,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_RMSA_970_1,0.21404327496724862,0,1,1,1,Single/low bidder competition; Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_RMSA_971_1,0.21404327496724862,0,1,1,1,Single/low bidder competition; Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_RMSA_972_1,0.1862308175314379,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_NHM_973_1,0.13049450592264922,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_NHM_974_1,0.26161118508284165,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_976_1,0.2520329500366466,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_977_1,0.22303535611849334,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_980_1,0.26365461901146414,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_PWBNH_993_1,0.03321976101243673,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_994_1,1.6989300818393005e-05,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_995_1,0.01421303153059783,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_997_1,0.08592980717819354,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_SSA_1033_1,0.310055006185163,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_PWBNH_1114_1,0.07889263343155217,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_1115_1,0.09274744810619773,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_NHM_1194_1,0.1769922485970531,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_HFWD_1187_1,0.42486337252104645,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1164_1,0.10916978812707501,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_ICD_1190_1,0.48734141807011533,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_NHM_1274_1,0.015861909258230722,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PNRD_1289_1,0.17015269326657023,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_DOT_1290_1,0.06652377434945111,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_HET_1291_1,0.14839540040393018,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_HET_1292_1,0.14839540040393018,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_HET_1294_1,0.14122343956753747,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_HET_1296_1,0.14122343956753747,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_HET_1295_1,0.14122343956753747,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_ICD_998_1,0.03000435180237815,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_SSA_1003_1,0.35787130040832915,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_UDD_1002_1,0.37754431119140297,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_ICD_1004_1,0.3331540067849412,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_NHM_1005_1,0.3327752593135431,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1006_1,0.23048328780482985,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_NHM_1007_1,0.279192072691252,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_NHM_1008_1,0.02889521761107261,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_DEE_1009_1,0.14892135826920072,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_PWBNH_1010_1,0.17412855733382782,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_PWBNH_1011_1,0.19541615137146107,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1012_1,0.15966564042732345,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_DAASC_1013_1,0.7528649894459333,1,0,1,0,Tender duration is in lower quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_DAASC_1014_1,0.8224507130997122,1,0,1,0,Tender duration is in lower quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_DAASC_1015_1,0.21461295841317318,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_DAASC_1017_1,0.7356085211441286,1,0,1,0,Tender duration is in lower quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_DAASC_1019_1,0.8508919849269158,1,0,1,0,Tender duration is in lower quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_DAASC_1018_1,0.21461295841317318,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_DoWR_923_1,0.05342689108410481,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoWR_924_1,0.10970048596286508,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoWR_925_1,0.0899241023988746,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoWR_926_1,0.10793907899921973,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_PWBNH_999_1,0.051700800396948465,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1031_1,0.01421303153059783,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_GHC_1034_1,0.02755257104253761,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_GHC_1035_1,0.01421303153059783,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_APHC_1297_1,0.2651872315638759,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_PWBNH_1300_1,0.007789883263182751,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PHED_1301_1,0.3786538100148479,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_UDD_1053_1,0.2644673197039573,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoIT_1054_1,0.4860931905609861,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_PWBNH_1055_1,0.2654531387799487,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1056_1,0.07384445534229644,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_BTC_1059_1,0.026040907676667224,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1060_1,0.03480422651546322,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1061_1,0.019228360793931087,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_BTC_1062_1,0.05665609231664215,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1063_1,0.14399651719511342,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_DOT_1064_1,0.20875915408339762,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_FESA_1065_1,0.48643847197433676,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_FESA_1066_1,0.5032973222838615,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_FESA_1067_1,0.4339268689620369,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_FESA_1068_1,0.4856517953471581,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1069_1,0.11860266544710174,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_PWBNH_1070_1,0.0354286492239565,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1071_1,0.07889263343155217,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_1072_1,0.09274744810619773,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_1073_1,0.02585688892841087,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_DOT_1074_1,0.23460875055384556,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_1075_1,0.2840809720232498,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_DOT_1076_1,0.06587982175938623,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_1077_1,0.27926564537268395,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_SSA_1078_1,0.25573462738589947,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_TAX_1058_1,0.14839540040393018,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_PHED_1079_1,0.4086651438817206,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_PHED_1079_2,0.4235233765308757,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_PHED_1079_3,0.3890725369502225,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_DoIT_1080_1,0.33419771562585665,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_BTC_1081_1,0.007098623495007561,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1082_1,0.04631804180541477,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_1083_1,0.38371648787984725,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_PNRD_986_2,0.031412564741170934,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1084_1,0.04574664531100503,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1085_1,0.019213534191434456,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_BTC_1085_2,0.07339470578510954,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1085_3,0.10158724849900169,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1085_4,0.017356256118463587,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_BTC_1085_5,0.019757306879981007,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_BTC_1085_6,0.04838995210008612,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_BTC_1085_7,0.15261280889834128,0,1,0,1,Single/low bidder competition; Tender value is in upper quartile,Requires Human Review
2016_DoWR_927_1,0.12413552640421799,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoWR_928_1,0.09620564652037122,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DoWR_929_1,0.30798450518820375,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PHED_943_1,0.24873463874856694,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_DoWR_942_1,0.10463500054153507,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_NHM_1000_1,0.021384812773027395,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_APHC_1038_1,0.24833331440283657,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1039_1,0.2164438331439753,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_APHC_1040_1,0.22592757814754594,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_APHC_1041_1,0.24804710286739517,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1042_1,0.2777165089851329,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1043_1,0.2777165089851329,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1044_1,0.26858752065467617,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_APHC_1045_1,0.24771245151421517,0,1,1,0,Single/low bidder competition; Tender duration is in lower quartile,Requires Human Review
2016_APHC_1046_1,0.21616684384270757,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_APHC_1047_1,0.22564784620783374,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_PWBNH_1214_1,0.07830635732574076,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SWD_1196_1,0.807246129979298,1,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_SWD_1197_1,0.7852456926939927,1,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_SWD_1198_1,0.7743789774839973,1,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_SWD_1199_1,0.518211285328763,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1200_1,0.4515046813855613,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1201_1,0.5896108670874232,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1202_1,0.5994552241342863,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1203_1,0.3640776099735654,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1204_1,0.39324375984779114,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1205_1,0.4692066953092914,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1206_1,0.42131403485296814,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1207_1,0.45524928063968717,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1208_1,0.44265411658129417,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SWD_1209_1,0.4213726345820312,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1210_1,0.4525029439991729,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1211_1,0.41837895519005164,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1212_1,0.37757490865350507,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SWD_1213_1,0.8848929197232633,1,0,1,0,Tender duration is in lower quartile; IsolationForest outlier probability is elevated,Requires Human Review
2016_SSA_1215_1,0.2381651882282455,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1216_1,0.3141760912025111,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1217_1,0.27587771369172986,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1218_1,0.2826970011502993,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1219_1,0.2948642084607229,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_SSA_1220_1,0.30730886608475916,0,0,1,1,Tender duration is in lower quartile; Tender value is in upper quartile,Requires Human Review
2016_WPTBC_1293_1,0.23203780891436032,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_NHM_1116_1,0.03409152015353678,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1117_1,0.10752573312281732,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1118_1,0.008293367176710142,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1119_1,0.03372561258923201,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1120_1,0.0908182460920216,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_NHM_1121_1,0.06433512916685191,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1126_1,0.07889263343155217,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_1127_1,0.09274744810619773,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_PWBNH_1128_1,0.006811908178480763,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_HFWD_1122_1,0.8547498991337067,1,1,0,0,Single/low bidder competition; IsolationForest outlier probability is elevated,Requires Human Review
2016_GHC_1132_1,0.06486120701532039,0,1,0,0,Single/low bidder competition,Requires Human Review
2016_SSA_1133_1,0.36331761607540014,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_DAASC_1130_1,0.343115395188195,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_HFWD_1124_1,0.4439792344067188,0,0,0,0,No strong anomaly signals; monitor baseline drift,Requires Human Review
2016_PWBNH_1134_1,0.1089852949974559,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_ICD_1129_1,0.5347750073181408,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_ID_1135_1,0.061182082367330026,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_1137_1,0.29375727276851915,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_UDD_1138_1,0.2644673197039573,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_DOT_1139_1,0.26013971988349127,0,0,0,1,Tender value is in upper quartile,Requires Human Review
2016_SSA_1140_1,0.31481553015253816,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
2016_SSA_1141_1,0.35701665200916377,0,0,1,0,Tender duration is in lower quartile,Requires Human Review
